0.0088
0.1162
0.0529
0.1041
0.0139
0.0079
0.0209
0.0299
0.0090
0.0349
0.0342
0.0384
0.0758
0.0080
0.0099
0.0187
0.0052
0.0116
0.0135
0.0088
0.0129
0.0608
0.0290
0.0749
0.0123
0.0616
0.0390
0.0785
0.0025
0.0057
